当前数据库信息：
jdbc:oracle:thin:@192.168.10.106:1521:orcl, scjm2, scjm2
==================


1、数据库实例信息

startup_time, instance_name, host_name, version

2015-11-30, orcl, localhost.localdomain, 11.2.0.3.0


2、安装环境信息

version_time, database_role, resetlogs_change#, open_resetlogs, protection_level, standby_became_primary_scn, db_unique_name, supplemental_log_data_fk, archive_change#, activation#, platform_id, platform_name, created, controlfile_type, name, log_mode, dbid, current_scn, controlfile_time, flashback_on, fs_failover_status, supplemental_log_data_min, dataguard_broker, supplemental_log_data_all, archivelog_change#, controlfile_converted, guard_status, controlfile_change#, resetlogs_time, supplemental_log_data_pl, supplemental_log_data_pk, archivelog_compression, last_open_incarnation#, switchover_status, checkpoint_change#, recovery_target_incarnation#, protection_mode, open_mode, remote_archive, prior_resetlogs_time, supplemental_log_data_ui, fs_failover_threshold, force_logging, controlfile_sequence#, switchover#, prior_resetlogs_change#, controlfile_created

2014-07-09, PRIMARY, 995548, NOT ALLOWED, UNPROTECTED, 0, orcl, NO, 43050866, 1380247339, 13, Linux x86 64-bit, 2014-07-09, CURRENT, ORCL, NOARCHIVELOG, 1380260907, 43110179, 2016-01-15, NO, DISABLED, NO, DISABLED, NO, 0, NO, NONE, 43110154, 2014-07-09, NO, NO, DISABLED, 2, NOT ALLOWED, 43091204, 2, MAXIMUM PERFORMANCE, READ WRITE, ENABLED, 2011-09-17, NO, 0, NO, 222131, 1380247339, 1, 2014-07-09


3、数据库产品信息

product, status, version

NLSRTL, Production, 11.2.0.3.0

Oracle Database 11g Enterprise Edition, 64bit Production, 11.2.0.3.0

PL/SQL, Production, 11.2.0.3.0

TNS for Linux:, Production, 11.2.0.3.0


4、数据库安装配置信息

parameter, value

T_MS_01, MS01015, 县

T_MS_01, MS01016, 增速

T_MS_02, MS02000, 流水号

T_MS_02, MS02001, 区域

T_MS_02, MS02002, 产业类型

T_MS_02, MS02003, 产业名称

T_MS_02, MS02004, 本年本月生产总值

T_MS_02, MS02005, 去年本月生产总值

T_MS_02, MS02006, 省级总产值

T_MS_02, MS02007, 市级总产值

T_MS_02, MS02008, 年月

T_MS_02, AAE036, 操作时间

T_MS_03, MS03000, 流水号

T_MS_03, MS03001, 区域

T_MS_03, MS03002, 本年生产总值

T_MS_03, MS03003, 去年生产总值

T_MS_03, MS03004, 年月

T_MS_03, AAE036, 操作时间

T_MS_04, MS04000, 流水号

T_MS_04, MS04001, 产业类型

T_MS_04, MS04002, 行业类型

T_MS_04, MS04003, 企业名称

T_MS_04, MS04004, 注册地址

T_MS_04, MS04005, 本年本月生产总值

T_MS_04, MS04006, 去年本月生产总值

T_MS_04, MS04007, 产值增速

T_MS_04, MS04008, 净增产值

T_MS_04, MS04009, 年月

T_MS_04, MS04010, 企业属性

T_MS_05, MS05000, 流水号

T_MS_05, MS05001, 省

T_MS_05, MS05002, 市

T_MS_05, MS05003, 县

T_MS_05, MS05004, 起始年月

T_MS_05, MS05005, 第一个月（本年本月）

T_MS_05, MS05006, 第二个月（本年本月）

T_MS_05, MS05007, 第三个月（本年本月）

T_MS_05, MS05008, 第四个月（本年本月）

T_MS_05, MS05009, 第五个月（本年本月）

T_MS_05, MS05010, 第六个月（本年本月）

T_MS_05, MS05011, 第七个月（本年本月）

T_MS_05, MS05012, 第八个月（本年本月）

T_PJ05_03, PJ0503013, 资金筹措计划

T_PJ05_03, PJ0503014, 投资进度安排

T_PJ05_03, PJ0503015, 验收时间

T_PJ05_03, PJ0503016, 项目技术带头人简介

T_PJ05_04, PJ0504001, 流水号

T_PJ05_04, PJ000, 项目流水号

T_PJ05_04, PJ0504002, 年度

T_PJ05_04, PJ0504005, 金额

T_PJ05_04, PJ0504006, 单位

T_PJ05_05, PJ0505002, 年度

T_PJ05_05, PJ0505003, 销售收入

T_PJ05_05, PJ0505005, 减：期间费用

T_PJ05_05, PJ0505006, 减：管理费用

T_PJ05_05, PJ0505007, 减：销售费用

T_PJ05_05, PJ0505010, 利润总额

T_PJ05_05, PJ0505011, 减：所得税

T_PJ05_05, PJ0505012, 净利润

T_PJ05_05, PJ0505013, 销售利润率

T_PJ05_06, PJ0506001, 流水号

T_PJ05_06, PJ000, 项目流水号

T_PJ05_06, PJ0506002, 年度

T_PJ05_06, PJ0506003, 研发支出

T_PJ05_06, PJ0506005, 自制设备费

T_PJ05_06, PJ0506006, 材料费

T_PJ05_06, PJ0506008, 生产支出

T_PJ05_06, PJ0506009, 购买生产设备费

T_PJ05_06, PJ0506010, 其中：工装模具

T_PJ05_06, PJ0506012, 原材料费

T_PJ05_06, PJ0506013, 其他费用

T_PJ05_06, PJ0506014, 会议费

T_PJ05_06, PJ0506015, 劳务费

T_PJ05_06, PJ0506017, 管理费

T_PJ05_06, PJ0506019, 合计

T_PJ05_07, PJ0507001, 流水号

T_PJ05_07, PJ000, 项目流水号

T_PJ05_07, PJ0507002, 年度

T_PJ05_07, PJ0507003, 序号

T_PJ05_07, PJ0507004, 设备名称

T_PJ05_07, PJ0507007, 备注

T_PJ05_08, PJ0508001, 流水号

T_PJ05_08, PJ000, 项目流水号

T_PJ05_08, PJ0508003, 序号

T_PJ05_08, PJ0508004, 姓名

T_PJ05_08, PJ0508005, 所学专业

T_PJ05_08, PJ0508006, 现从事专业

T_PJ05_08, PJ0508008, 工作单位

T_PJ05_09, PJ0509002, 年度

T_PJ05_09, PJ0509003, 年度项目销售收入

T_PJ05_09, PJ0509004, 年度项目利润

T_PJ05_09, PJ0509007, 年度科研投入

T_PJ05_09, PJ0509008, 形成产能

T_PJ05_10, PJ0510001, 流水号

T_PJ05_10, PJ000, 项目流水号

T_PJ05_10, PJ0510002, 年度

T_PJ05_10, PJ0510004, 年生产能力

T_PJ05_10, PJ0510006, 国内市场占有率（百分比）

T_PJ05_10, PJ0510007, 国内市场占有率（位次）

T_PJ05_11, PJ0511001, 流水号

T_PJ05_11, PJ000, 项目流水号

T_PJ05_11, PJ0511002, 年度

T_PJ05_11, PJ0511003, 总资产

T_PJ05_11, PJ0511004, 负债总额

T_PJ05_11, PJ0511005, 工业增加值

T_PJ05_11, PJ0511006, 营业收入

T_PJ05_11, PJ0511007, 主营业务收入

T_PJ05_11, PJ0511008, 主营业务收入增长率

T_PJ05_11, PJ0511009, 利税总额

T_PJ05_11, PJ0511010, 利税增长率

T_PJ05_11, PJ0511011, 社会贡献率

T_PJ05_11, PJ0511012, 新产品销售收入

T_PJ05_11, PJ0511013, 新产品销售利税

T_PJ05_11, PJ0511014, 出口创汇

T_PJ05_11, PJ0511015, 技术开发经费支出

T_PJ05_11, PJ0511016, 技术开发经费占销售收入的比例

T_PJ05_11, PJ0511017, 企业职工人数

T_PJ05_11, PJ0511018, 企业科技人员数

T_PJ05_11, PJ0511019, 高级职称人数

T_PJ05_11, PJ0511020, 中级职称人数

T_PJ05_11, PJ0511021, 净利润

T_PJ05_11, PJ0511022, 税金

T_PJ05_11, PJ0511023, 资产负债率

T_PJ05_11, PJ0511024, 现金流动负债比率

T_PJ05_11, PJ0511025, 固定资产投资增长率

T_PJ05_11, PJ0511026, 净利润增长率

T_PJ05_11, PJ0511027, 总资产周转率

T_PJ05_11, PJ0511029, 销售净利率

T_PJ05_12, PJ0512001, 流水号

T_PJ05_12, PJ000, 项目流水号

T_PJ05_12, PJ0512002, 合计

T_PJ05_12, PJ0512003, 自筹资金来源说明

T_PJ05_12, PJ0512004, 自筹资金

T_PJ05_12, PJ0512005, 银行贷款

T_PJ05_12, PJ0512006, 项目补助

T_PJ05_12, PJ0512007, 以奖代补

T_PJ05_12, PJ0512008, 贷款贴息

T_PJ05_12, PJ0512009, 其他

T_PJ05_13, PJ0513001, 流水号

T_PJ05_13, PJ000, 项目流水号

T_PJ05_13, PJ0513002, 贷款银行名称

T_PJ05_13, PJ0513003, 贷款类型

T_PJ05_13, PJ0513004, 贷款金额

T_PJ05_13, PJ0513005, 贷款合同号

T_PJ05_13, PJ0513006, 已到位贷款金额

T_PJ05_13, PJ0513007, 已付贷款利息

T_PJ05_13, PJ0513008, 利息支付凭证

T_PJ05_14, PJ0514001, 流水号

T_PJ05_14, PJ000, 项目流水号

T_PJ05_14, PJ0514002, 合计

T_PJ05_14, PJ0514003, 自筹资金

T_PJ05_14, PJ0514004, 银行贷款

T_PJ05_14, PJ0514005, 其他资金

T_PJ05_15, PJ0515001, 流水号

T_PJ05_15, PJ000, 项目流水号

T_PJ05_15, PJB0515002, 支出分类细项名称

T_PJ05_15, PJ0515003, 名称

T_PJ05_15, PJ0515004, 计划数量

T_PJ05_15, PJ0515005, 计划支出金额

T_PJ05_16, PJ0516001, 流水号

T_PJ05_16, PJ000, 项目流水号

T_PJ05_16, PJ0516002, 社会贡献额

T_PJ05_16, PJ0516003, 工资总额

T_PJ05_16, PJ0516004, 增值税

T_PJ05_16, PJ0516005, 主营业务税金及附加

T_PJ05_16, PJ0516006, 利润总额

T_PJ05_16, PJ0516007, 五险一金

T_PJ05_16, PJ0516008, 社会贡献率

T_PJ05_16, PJ0516009, 资产总额

T_PJ05_16, PJ0516010, 期初资产总额

T_PJ05_16, PJ0516011, 期末资产总额

T_PJ05_16, PJ0516012, 主营业务收入增长率

T_PJ05_16, PJ0516013, 当年主营业务收入增加额

T_PJ05_16, PJ0516014, 上年主营业务收入

T_PJ05_16, PJ0516015, 利税增长率

T_PJ05_16, PJ0516016, 当年利税增加额

T_PJ05_16, PJ0516017, 上年利税总额

T_PJ05_16, PJ0516018, 企业新增就业人数

T_PJ05_17, PJ0517001, 流水号

T_PJ05_17, PJ000, 项目流水号

T_PJ05_17, PJ0517002, 新增生产规模

T_PJ05_17, PJ0517003, 新增销售收入

T_PJ05_17, PJ0517004, 新增利润

T_PJ05_17, PJ0517005, 新增税金

T_PJ05_17, PJ0517006, 出口创汇

T_PJ05_17, PJ0517007, 替代进口

T_PJ05_17, PJ0517008, 节能降耗效益

T_PJ05_17, PJ0517009, 投产达产时间

T_PJ05_18, PJ0518001, 流水号

T_PJ05_18, PJ000, 项目流水号PJ000

T_PJ05_18, PJ0518002, 产品数量

T_PJ05_18, PJ0518003, 产品单价

T_PJ05_18, PJ0518004, 预测年新增利润

T_PJ05_18, PJ0518005, 预测年净利率

T_PJ05_18, PJ0518006, 预测投资利润率

T_PJ05_18, PJ0518007, 临界点销售量

T_PJ05_18, PJ0518008, 临界点销售额

T_PJ05_18, PJ0518009, 边际贡献率

T_PJ05_18, PJ0518010, 边际贡献

T_PJ05_18, PJ0518011, 投资回收期

T_PJ05_18, PJ0518012, 年现金净流量

T_PJ05_18, PJ0518013, 预测年销售收入

T_PJ06_01, PJ0601001, 流水号

T_PJ06_01, PJ000, 项目流水号

T_PJ06_01, PJ0601002, 项目单位名称

T_PJ06_01, PJ0601003, 法人代表

T_PJ06_01, PJ0601004, 注册地址

T_PJ06_01, PJ0601005, 所属地区（市）

T_PJ06_01, PJ0601006, 所属地区（区县）

T_PJ06_01, PJ0601007, 联系地址

T_PJ06_01, PJ0601008, 邮政编码

T_PJ06_01, PJ0601009, 注册时间

T_PJ06_01, PJ0601010, 注册资本

T_PJ06_01, PJ0601011, 主要业务

T_PJ06_01, PJB0601012, 单位性质

T_PJ06_01, PJB0601013, 生产型企业

T_PJ06_01, PJ0601014, 联系人

T_PJ06_01, PJ0601015, 联系座机

T_PJ06_01, PJ0601016, 联系手机

T_PJ06_01, PJ0601017, 电子邮箱

T_PJ06_01, PJ0601018, 职工人数（截至上年年末项目单位基本情况）

T_PJ06_01, PJ0601019, 本科以上科技人数（截至上年年末项目单位基本情况）

T_PJ06_01, PJ0601020, 总收入（截至上年年末项目单位基本情况）

T_PJ20_01, PJ2001021, 发票合计（万）

T_PJ03_02, PJ0302034, 五大高端成长型产业

T_EG_04, EG007, 专家组编号

T_EG_04, PJ000, 项目编号

T_EG_04, EG04001, 排序号

T_EG_04, AAE011, 操作人

T_EG_04, AAE036, 操作时间

T_EG_04, AAE010, 有效性

T_PJ20_08, PJ2008005, 服务外包带动省内中小企业户数（户）

T_PJ20_08, PJ2008006, 服务外包涉及总金额（万元）

T_PJ20_08, PJ2008007, 直接采购带动省内中小企业户数（户）

T_PJ20_08, PJ2008008, 直接采购涉及总金额（万元）

T_PJ20_04, PJ2004012, 获得表彰年度

T_PJ20_04, PJB2004013, 是否获得国家表彰

T_PJ20_04, PJB2004014, 是否获得国家认定

T_PJ20_04, PJ2004015, 采购关键设备总台数

T_PJ20_04, PJ2004016, 关键技术购入总件数

T_PJ16_15, PJ1615035, 其他出资方金额

T_PJ16_16, PJ1616024, 放款（贷款、投融资）发生损失或代偿金额

T_PJ16_16, PJ1616025, 收取放款（贷款、投融资）费用收入

T_PJ16_17, PJ1617012, 设立以来累计为本次申报项目园区中小微企业直接放款、投融资或推动实现银行贷款总额

T_PJ16_17, PJ1617013, 设立以来累计笔数

T_PJ16_17, PJ1617014, 设立以来累计企业个数

T_PJ16_17, PJ1617015, 备注

T_PJ16_18, PJ1618021, 项目名称

T_PJ02_06, PJ0206006, 其中设备融资租赁金额

T_PJ16_20, PJ1620007, 项目实际到位投资（融资）总额

T_PJ16_20, PJ1620008, 落实贷款

T_PJ16_20, PJ1620009, 落实自筹

T_PJ16_20, PJ1620010, 落实其他资金

T_PJ16_20, PJ1620011, 项目实际到位投资备注

T_PJ16_24, PJ1624001, 流水号

T_PJ16_24, PJ000, 项目流水号

T_PJ16_24, PJ1624002, 贷款金融机构全称

T_PJ16_24, PJ1624003, 贷款起始日期

T_PJ16_24, PJ1624004, 贷款终止日期

T_PJ16_24, PJ1624005, 年利率

T_PJ16_24, PJ1624006, 已支付利息金额

T_PJ16_25, PJ1625001, 流水号

T_PJ16_25, PJ000, 项目流水号

T_PJ16_25, PJ1625002, 产业园区名称

T_PJ16_25, PJ1625003, 通信地址

T_PJ16_25, PJ1625004, 邮政编码

T_PJ16_25, PJ1625005, 负责人

T_PJ16_25, PJ1625006, 固定电话

T_PJ16_25, PJ1625007, 手机

T_PJ16_25, PJ1625008, 产业园区规划、建设、发展与产业培育概况

T_PJ16_26, PJ1626001, 流水号

T_PJ16_26, PJ000, 项目流水号

T_PJ16_26, PJ1626002, 工业总产值

T_PJ16_26, PJ1626003, 营业收入

T_PJ16_26, PJ1626004, 规模以上企业数

T_PJ16_26, PJ1626005, 其中：外商投资企业个数

T_PJ16_26, PJ1626006, 当年完成基础设施投资额

T_PJ16_26, PJ1626007, 当年完成工业投资额

T_PJ16_26, PJ1626008, 出口总额

T_PJ16_26, PJ1626009, 利润

T_PJ16_26, PJ1626010, 上缴税金

T_PJ16_26, PJ1626011, 引进到位国内省外投资额

T_PJ16_26, PJ1626012, 引进到位外商投资额

T_PJ16_26, PJ1626013, 规划面积

T_PJ16_26, PJ1626014, 管辖面积

T_PJ16_26, PJ1626015, 建成区面积

T_PJ16_26, PJ1626016, 年末就业人数

T_PJ16_26, PJ1626017, 年度

T_PJ16_27, PJ1627001, 流水号

T_PJ16_27, PJ000, 项目流水号

T_PJ16_27, PJ1627002, 年度

T_PJ16_27, PJ1627003, 主导产品名称

T_PJ16_27, PJ1627004, 主导产品总产值占全部工业总产值的比重

T_PJ16_28, PJ1628001, 流水号

T_PJ16_28, PJ000, 项目流水号

T_PJ16_28, PJ1628002, 申报园区名称

T_PJ16_28, PJB1628003, 园区类型

T_PJ16_28, PJ1628004, 项目名称

T_PJ16_28, PJB1628005, 项目类型

T_PJ16_28, PJ1628006, 项目实施内容

T_PJ16_28, PJ1628007, 园区平台公司（承担单位、建设开发主体）名称

T_PJ16_28, PJB1628008, 园区平台公司（承担单位、建设开发主体）性质

T_PJ16_28, PJ1628009, 园区平台公司（承担单位、建设开发主体）组织机构编码

T_PJ16_28, PJ1628010, 截止申报日期注册资本金额（风险池资金总额）

T_PJ16_28, PJ1628011, 预计2015年底风险池资金总额

T_PJ16_28, PJ1628012, 设立以来累计向企业借款或帮助企业获得贷款总额

T_PJ16_28, PJ1628013, 其中：园区企业累计总额

T_PJ16_28, PJ1628014, 设立以来累计发放企业借款或帮助企业获得贷款笔数

T_PJ16_28, PJ1628015, 其中：园区企业累计笔数

T_PJ16_28, PJ1628016, 设立以来累计服务企业个数

T_PJ16_28, PJ1628017, 其中：园区企业累计个数

T_PJ16_28, PJ1628018, 设立以来加权平均年化贷款利率

T_PJ16_28, PJ1628019, 设立以来累计发生损失或代偿金额

T_PJ16_28, PJ1628020, 预计2015年园区企业借贷总额

T_PJ16_28, PJ1628021, 预计2015年园区企业发放笔数

T_PJ16_28, PJ1628022, 预计2015年园区营业收入

T_PJ16_28, PJ1628023, 预计2015年园区利润

T_PJ16_28, PJ1628024, 预计2014年预计营业收入

T_PJ16_28, PJ1628025, 项目启动时间

T_PJ16_28, PJ1628026, 项目完成时间

T_PJ16_28, PJ1628027, 项目立项（备案）文号及批准时间

T_PJ16_28, PJ1628028, 建设项目施工许可证（编号）

T_PJ16_28, PJ1628029, 项目投资落实情况总额

T_PJ16_28, PJ1628030, 项目投资落实情况贷款

T_PJ16_28, PJ1628031, 项目投资落实情况自筹

T_PJ16_28, PJ1628032, 项目投资落实情况请他融资

T_PJ16_28, PJ1628033, 项目截止日实际到位投资总额

T_PJ16_28, PJ1628034, 项目截止日实际到位贷款

T_PJ16_28, PJ1628035, 2015年园区预计规上企业个数

T_PJ16_28, PJ1628036, 2015年园区预计累计就业人数

T_PJ16_28, PJ1628037, 2015年预计孵化器、标准厂房、大学生创新创业完成总面积

T_PJ16_28, PJ1628038, 2015年预计孵化器、标准厂房、大学生创新创业园区入驻五大高端成长性产业企业个数

T_PJ16_28, PJ1628039, 预计2015年底建设开发主体注册资本金额

T_PJ16_28, PJ1628040, 预计2015年“大园区”营业收入

T_PJ16_28, PJ1628041, 预计2015年“园中园”营业收入

T_PJ16_28, PJ1628042, 预计2015年“大园区”利润

T_PJ16_28, PJ1628043, 预计2015年“园中园”利润

T_PJ16_28, PJ1628044, 预计2015年“大园区”累计规上企业个数

T_PJ16_28, PJ1628045, 预计2015年“园中园”累计规上企业个数

T_PJ16_28, PJ1628046, 预计2015年“大园区”累计就业人数

T_PJ16_28, PJ1628047, 预计2015年“园中园”累计就业人数

T_PJ16_28, PJ1628048, 2014年“大园区”预计营业收入

T_PJ16_28, PJ1628049, 2014年“园中园”预计营业收入

T_PJ16_28, PJ1628050, 所在市（州）

T_PJ16_28, PJ1628051, 所在县（市、区）

T_PJ16_28, PJ1628052, 备注

T_PJ16_28, PJ1628053, 预计2015年为园区获得借贷企业个数

BIN$DAb3mdp5RungUwEAAH9xsg==$0, TYPE, 申报类型

T_PJ04_01, PJB0401022, 行业分类

T_PJ04_02, PJ0402038, 用途1说明

T_PJ04_02, PJ0402039, 用途2说明

T_PJ04_02, PJ0402040, 用途3说明

T_PJ02_02, PJB0202034, 市州

T_PJ02_02, PJB0202035, 区县

T_PJ04_01, PJB0401023, 市州

T_PJ04_01, PJB0401024, 区县

T_EP_01, EP042, 审核不通过理由

QI71, QIC724, 来源

QI72, QIC724, 来源

QI73, QIC800, URLID

QI73, QIC731, URL

QI73, QIC724, 来源

QI73, QIC732, 表达式

QI73_1, QIC800, URLID

QI73_1, QIC801, 来源URLID

QI79, QIC791, 主键

QI79, QIC792, ip地址

QI79, QIC793, 端口

QI79, QIC794, 时间戳

T_AT_02, AT010, 附件类型编码

T_AT_02, PJB003, 一级科目

T_AT_02, PJB004, 二级科目

T_AT_02, PJB7099, 子项

T_AT_02, AT011, 附件名称

T_AT_02, AT012, 是否必须上传

T_AT_02, AT013, 必填类型

T_AT_02, AAE036, 操作时间AAE036

T_AT_02, AAE010, 是否有效AAE010

T_AT_02, AAE011, 操作人

T_AT_02, AAE013, 备注AAE013

T_AT_02, AT015, 父级附件类型编码

T_AT_02, ATB014, 允许上传附件类型

T_AT_02, AT005, 文件编号

T_AT_02, ATB016, 是否附件类型明细

T_AT_02, ATB017, 是否需要对比

T_AT_02, PJ029, 年度

T_AT_02, TYPE, 申报类型

T_PJ11_01, PJB1101027, 市州

T_PJ11_01, PJB1101028, 区县

T_PJ11_01, PJ1101014, 邮编

T_PJ11_01, PJ1101015, 销售收入

T_PJ11_01, PJ1101016, 销售收入同比

T_PJ11_01, PJ1101017, 销往四川省内

T_PJ11_01, PJ1101018, 销往四川省内同比

T_PJ11_01, PJ1101019, 申报产品名称

T_PJ11_01, PJB1101020, 类别（大类）

T_PJ11_01, PJB1101021, 类别（细分）

T_PJ11_01, PJ1101022, 质量标准

T_PJ11_01, PJ1101023, 强制性认证情况

T_PJ11_01, PJB1101024, 获奖情况（多选）

T_PJ11_01, PJB1101025, 是否是节能环保产品目录产品

T_PJ11_01, PJB1101026, 是否获得国家、省级科技成果奖并产业化

T_PJ11_04, PJ1104001, 流水号

T_PJ11_04, PJ000, 项目流水号

T_PJ11_04, PJ1104002, 名称

T_PJ11_04, PJ1104003, 年需求量

T_PJ11_05, PJ1105001, 流水号

T_PJ11_05, PJ000, 项目流水号

T_PJ11_05, PJB1105002, 地区

T_PJ11_05, PJB1105003, 产品类别大类

T_PJ11_05, PJB1105004, 产品类别细分

T_PJ11_05, PJ1105005, 产品名称及规格、型号

T_PJ11_05, PJ1105006, 企业名称

T_PJ11_05, PJ1105007, 质量标准认定、获奖

T_PJ11_05, PJ1105008, 企业采购所需主要原材料、配套产品

T_PJ11_05, PJ1105009, 联系人

T_PJ11_05, PJ1105010, 联系人电话

T_PJ11_05, PJ1105011, 传真

T_PJ12_07, PJ1207018, 实际NOX排放量

T_PJ12_07, PJ1207019, 实际NH3-N排放量

T_PJ12_07, PJ1207020, 实际固体废弃物排放量

T_PJ03_13, PJ0313010, 传真

T_PJ03_13, PJ0313011, E-mail

T_PJ03_13, PJ0313012, 项目简述

T_PJ03_13, PJ0313013, 购置的关键设备金额合计

T_PJ03_13, PJ0313014, 国内外现状与趋势

T_PJ03_13, PJ0313015, 项目先进性及推广运用或产业化前景

T_PJ03_13, PJ0313016, 项目实施内容

T_PJ03_13, PJ0313017, 设计、技术来源

T_PJ03_13, PJ0313018, 已完成的前期工作

T_PJ03_13, PJ0313019, 项目获得省级以上立项计划或客户合同情况

T_PJ03_13, PJ0313020, 合作单位简介及分工

T_PJ03_13, PJ0313021, 是否有已申报获得的专利及专利号

T_PJ03_13, PJ0313022, 实施进度安排（按年度表述）

T_PJ03_13, PJ0313023, 验收时间（具体年月）

T_PJ03_13, PJ0313024, 项目负责人

T_PJ03_13, PJ0313025, 主持单位

T_PJ03_16, PJ000, 项目流水号

T_PJ03_16, PJ0301002, 企业名称（全称）

T_PJ03_16, PJ0301003, 通讯地址

T_PJ03_16, PJ0301004, 邮政编码

T_PJ03_16, PJ0301005, 企业法人

T_PJ03_13, PJ0313009, 移动电话

T_PJ03_16, PJ0301006, 联系电话

T_PJ03_16, PJ0301007, 开户银行

T_PJ03_16, PJ0301008, 银行信用等级

T_PJ03_16, PJ0301009, 主管部门

T_PJ03_16, PJB0301010, 企业规模

T_PJ03_16, PJB0301011, 企业经济类型

T_PJ03_16, PJB0301012, 企业隶属关系

T_PJ03_16, PJ0316002, 银行账号

T_PJ03_16, PJ0316003, 企业工业设计机构名称

T_PJ03_16, PJ0316004, 设计中心级次

T_PJ03_16, PJ0316005, 企业技术开发机构名称

T_PJ03_16, PJ0316006, 技术中心级次

T_PJ03_16, PJ0316007, 拥有专利(项)-发明

T_PJ03_16, PJ0316008, 拥有专利(项)-实用新型

T_PJ03_16, PJ0316009, 拥有专利(项)-外观设计

T_PJ03_14, PJ000, 项目流水号

T_PJ03_14, PJ0314002, 工业设计能力提升情况

T_PJ03_14, PJ0314003, 工业设计技术推广运用前景

T_PJ03_14, PJ0314004, 工业设计成果转化新增销售收入

T_PJ03_14, PJ0314005, 工业设计成果转化新增利润

T_PJ03_14, PJ0314006, 工业设计成果转化新增税金

T_PJ03_14, PJ0314007, 工业设计成果转化出口创汇

T_PJ03_14, PJ0314008, 工业设计成果转化替代进口

T_PJ03_14, PJ0314009, 节能降耗效益

T_PJ03_14, PJ0314010, 企业形象或品牌提升

T_PJ03_17, PJ000, 项目流水号

T_PJ03_17, PJ0317002, 企业资产总额

T_PJ03_17, PJ0317003, 企业资本金总额

T_PJ03_17, PJ0317004, 固定资产原值

T_PJ03_17, PJ0317005, 其中：国家资本金

T_PJ03_17, PJ0317006, 固定资产净值

T_PJ03_17, PJ0317007, 工业增加值

T_PJ03_17, PJ0317008, 负债总额

T_PJ03_17, PJ0317009, 企业销售收入

T_PJ03_17, PJ0317010, 企业在职职工（人）

T_PJ03_17, PJ0317011, 企业利润

T_PJ03_17, PJ0317012, 新产品销售收入

T_PJ03_17, PJ0317013, 上交税金

T_PJ03_17, PJ0317014, 新产品销售利税

T_PJ03_17, PJ0317015, 技术开发经费支出额

T_PJ03_17, PJ0317016, 占销售收入比重

T_PJ03_15, PJ000, 项目流水号

T_PJ03_15, PJ0315002, 资金筹措计划

T_PJ03_15, PJ0315003, 投资构成情况

T_PJ03_15, PJ0315004, 投资进度安排

T_PJ03_15, PJ0315005, 其他

T_PJ15_08, PJ1508013, 用途

T_PJ15_13, PJ000, 项目流水号

T_PJ15_13, PJ1513001, 国家专利数

T_PJ15_13, PJ1513002, 发明专利数

T_PJ15_13, PJ1513003, 外观专利数

T_PJ15_13, PJ1513004, 新型实用专利数

T_PJ15_13, PJ1513005, 新产品鉴定证书数

T_PJ15_13, PJ1513006, 软件著作权数

T_PJ15_13, PJ1513007, 引进技术

T_PJ15_13, PJ1513008, 自主技术

T_PJ15_13, PJ1513009, 合计

T_PJ15_14, PJ000, 项目流水号

T_PJ15_14, PJ1514002, 销售收入

T_PJ15_14, PJ1514003, 利润

T_PJ15_14, PJ1514004, 税收

T_PJ15_14, PJ1514005, 就业

T_PS_HEADER, DATATYPE, 科目代码

T_PS_HEADER, ONE_HEADER, 一级标题

T_PS_HEADER, TWO_HEADER, 二级标题

T_PS_HEADER, THREE_HEADER, 三级标题

T_PS_HEADER, COMMENTS, 备注

T_PJ13_01, PJ1301024, 市州编码

T_PJ13_01, PJ1301025, 区县编码

T_PJ13_01, PJ1301026, 业务补助申请金额

T_PJ13_01, PJ1301027, 资本投入申请金额

T_PJ15_01, PJ1501029, 贷款金额合计

T_PS_HEADER, HEADER_NUMBER, 标题号

BIN$C/PD3VoxNKrgUwEAAH9jrg==$0, QIC724, 来源

BIN$C/PD3Vo1NKrgUwEAAH9jrg==$0, QIC724, 来源

BIN$C/PD3Vo8NKrgUwEAAH9jrg==$0, QIC800, URLID

BIN$C/PD3Vo8NKrgUwEAAH9jrg==$0, QIC731, URL

BIN$C/PD3Vo8NKrgUwEAAH9jrg==$0, QIC724, 来源

BIN$C/PD3Vo8NKrgUwEAAH9jrg==$0, QIC732, 表达式

