当前数据库信息：
jdbc:oracle:thin:@192.168.10.213:1521:testdb, yn01700_p, yn01700_p
==================


1、数据库实例信息


2、安装环境信息


3、数据库产品信息

product, status, version

NLSRTL, Production, 11.2.0.4.0

Oracle Database 11g Enterprise Edition, 64bit Production, 11.2.0.4.0

PL/SQL, Production, 11.2.0.4.0

TNS for Linux:, Production, 11.2.0.4.0


4、数据库安装配置信息

parameter, value

TMP_IC98I1, AIC164, 趸缴指数

TMP_IC98I1, AAE013, 备注

IC98, AAZ341, 系统跟踪流水号

IC98, AAZ160, 人员参保关系转移事件ID

IC98, AAZ159, 个人参保关系ID

IC98, AAC001, 个人编号

IC98, AAB301, 转出地行政区划代码

IC98, AAB299, 参保地行政区划代码

IC98, AAB300, 参保地名称

IC98, AAE001, 社平工资参照年份

IC98, AAE003, 趸缴到帐年月

IC98, AAE180, 趸缴基数总额

IC98, AAE202, 趸缴月数

IC98, AAE382, 一次性趸缴进入个人账户本金

IC98, AAE383, 一次性趸缴进入个人账户利息

IC98, AIC164, 趸缴指数

IC98, AAE013, 备注

IC98, AAE011, 经办人

IC98, AAE036, 经办时间

IC98, YAB003, 经办所属机构

IC98I1, AAZ341, 系统跟踪流水号

IC98I1, AAZ160, 人员参保关系转移事件ID

IC98I1, AAZ159, 个人参保关系ID

IC98I1, AAC001, 个人编号

IC98I1, AAB301, 转出地行政区划代码

IC98I1, AAB299, 参保地行政区划代码

IC98I1, AAB300, 参保地名称

IC98I1, AAE001, 社平工资参照年份

IC98I1, AAE003, 趸缴到帐年月

IC98I1, AAE180, 趸缴基数总额

IC98I1, AAE202, 趸缴月数

IC98I1, AAE382, 一次性趸缴进入个人账户本金

IC98I1, AAE383, 一次性趸缴进入个人账户利息

IC98I1, AIC164, 趸缴指数

IC98I1, AAE013, 备注

IC98I1, AAZ002, 业务日志ID

IC98I1, AAE011, 经办人

IC98I1, AAE036, 经办时间

IC98I1, YAB003, 经办所属机构

IC98I1, AAE016, 复核标志

IC98I1, AAE014, 复核人

IC98I1, AAE015, 复核时间

IC98I1, YAB004, 复核经办机构

TMP_IC70I1, AAZ159, 个人参保关系ID

TMP_IC70I1, AAB301, 户籍地行政区划代码

TMP_IC70I1, AAB299, 城镇职工养老保险待遇领取地行政区划代码

TMP_IC70I1, AAE408, 申请表编号

TMP_IC70I1, AAE140, 转出险种类型

TMP_IC70I1, AAE241, 转入险种类型

TMP_IC70I1, AAC001, 个人编号

TMP_IC70I1, AAC003, 姓名

TMP_IC70I1, AAC004, 性别

TMP_IC70I1, AAC002, 社会保障号码

TMP_IC70I1, AAC010, 户籍地地址

TMP_IC70I1, AAB300, 转出地社保机构名称

TMP_IC70I1, AAE006, 转出地社保机构地址

TMP_IC70I1, AAE007, 转出地社保机构邮政编码

TMP_IC70I1, AAE005, 转出地社保机构联系电话

TMP_IC70I1, AAC045, 申请人联系电话

TMP_IC70I1, AAE013, 备注

IC70I1, AAZ341, 系统跟踪流水号

IC70I1, AAZ160, 人员参保关系转移事件ID

IC70I1, AAZ159, 个人参保关系ID

IC70I1, AAB301, 户籍地行政区划代码

IC70I1, AAB299, 城镇职工养老保险待遇领取地行政区划代码

IC70I1, AAE408, 申请表编号

IC70I1, AAE140, 转出险种类型

IC70I1, AAE241, 转入险种类型

IC70I1, AAC001, 个人编号

IC70I1, AAC003, 姓名

IC70I1, AAC004, 性别

IC70I1, AAC002, 社会保障号码

IC70I1, AAC010, 户籍地地址

IC70I1, AAB300, 转出地社保机构名称

IC70I1, AAE006, 转出地社保机构地址

IC70I1, AAE007, 转出地社保机构邮政编码

IC70I1, AAE005, 转出地社保机构联系电话

IC70I1, AAC045, 申请人联系电话

IC70I1, AAE013, 备注

IC70I1, AAZ002, 业务日志ID

IC70I1, AAE011, 经办人

IC70I1, AAE036, 经办时间

IC70I1, YAB003, 经办所属机构

IC70I1, AAE016, 复核标志

IC70I1, AAE014, 复核人

IC70I1, AAE015, 复核时间

IC70I1, YAB004, 复核经办机构

IC70, AAZ341, 系统跟踪流水号

IC70, AAZ160, 人员参保关系转移事件ID

IC70, AAZ159, 个人参保关系ID

IC70, AAB301, 户籍地行政区划代码

IC70, AAB299, 城镇职工养老保险待遇领取地行政区划代码

IC70, AAE408, 申请表编号

IC70, AAE140, 转出险种类型

IC70, AAE241, 转入险种类型

IC70, AAC001, 个人编号

IC70, AAC003, 姓名

IC70, AAC004, 性别

IC70, AAC002, 社会保障号码

IC70, AAC010, 户籍地地址

IC70, AAB300, 转出地社保机构名称

IC70, AAE006, 转出地社保机构地址

IC70, AAE007, 转出地社保机构邮政编码

IC70, AAE005, 转出地社保机构联系电话

IC70, AAC045, 申请人联系电话

IC70, AAE013, 备注

IC70, AAE011, 经办人

IC70, AAE036, 经办时间

IC70, YAB003, 经办所属机构

IC71, AAZ341, 系统跟踪流水号

IC71, AAZ160, 人员参保关系转移事件ID

IC71, AAZ159, 个人参保关系ID

IC71, AAB301, 转入地行政区划代码

IC71, AAB299, 转出地行政区划代码

IC71, AAE270, 联系函编号

IC71, AAE241, 转入险种类型

IC71, AAE140, 转出险种类型

IC71, AAC001, 个人编号

IC71, AAC003, 姓名

IC71, AAC004, 性别

IC71, AAC002, 公民身份号码

IC71, AAC010, 户籍地地址

IC71, AAE009, 转入地社保机构开户全称

IC71, AAC080, 转入地社保机构开户银行行号

IC71, AAC155, 转入地社保机构开户银行名称

IC71, AAC078, 转入地社保机构银行账号

IC71, AAE006, 转入地社保机构地址

IC71, AAE007, 转入地社保机构邮政编码

IC71, AAE005, 转入地社保机构联系电话

IC71, AAE013, 备注

IC71, AAE011, 经办人

IC71, AAE036, 经办时间

IC71, YAB003, 经办所属机构

TMP_IC73I1, YAE202, 序号

TMP_IC73I1, AAC001, 个人编号

TMP_IC73I1, AAB301, 转出地行政区划代码

TMP_IC73I1, AAE001, 年份

TMP_IC73I1, AAA041, 个人缴费

TMP_IC73I1, AIC152, 集体补助（资助）总额

TMP_IC73I1, AIC151, 地方政府补贴缴费金额

TMP_IC73I1, AAE269, 当年记账利息

TMP_IC73I1, AAE382, 至本年末账户累计储存额

TMP_IC73I1, AAE013, 备注

IC73I1, YAE202, 序号

IC73I1, AAZ341, 系统跟踪流水号

IC73I1, AAC001, 个人编号

IC73I1, AAB301, 转出地行政区划代码

IC73I1, AAE001, 年份

IC73I1, AAA041, 个人缴费

IC73I1, AIC152, 集体补助（资助）总额

IC73I1, AIC151, 地方政府补贴缴费金额

IC73I1, AAE269, 当年记账利息

IC73I1, AAE382, 至本年末账户累计储存额

IC73I1, AAE013, 备注

IC73, YAE202, 序号

IC73, AAZ341, 系统跟踪流水号

IC73, AAC001, 个人编号

IC73, AAB301, 转出地行政区划代码

IC73, AAE001, 年份

IC73, AAA041, 个人缴费

IC73, AIC152, 集体补助（资助）总额

IC73, AIC151, 地方政府补贴缴费金额

IC73, AAE269, 当年记账利息

IC73, AAE382, 至本年末账户累计储存额

IC73, AAE013, 备注

TMP_AE19, AAE157, 变更项目所在表

TMP_AE19, YAE141, 变更主体中文含义

TMP_AE19, AAE122, 变更项目

TMP_AE19, AAE155, 变更项中文含义

TMP_AE19, AAE123, 变更前信息

TMP_AE19, AAE124, 变更后信息

TMP_AE19, AAE140, 险种类型

TMP_AE19, AAB001, 单位ID

TMP_AE19, AAC001, 个人ID

TMP_AE19, AAC050, 人员变更类型

TMP_AE19, AAE035, 变更时间

TMP_AE19, AAE160, 变更原因

TMP_AE19, AAE013, 备注

TMP_AE19, YAE596, 处理标志

TMP_AE19, YAE238, 失败原因

TMP_CHECKAAE140, AAC001, 人员ID

TMP_CHECKAAE140, AAB001, 单位ID

TMP_CHECKAAE140, AAE140, 险种类型

TMP_CHECKAAE140, AAC050, 变更原因

TMP_CHECKAAE140, AAE035, 变更时间yyyy-mm-dd

TMP_CHECKAAE140, AAE013, 备注（返回检查错误内容）

TMP_CHECKAAE140, AAC031, 个人缴费状态

TMP_CHECKAAE140, AAE160, 变更原因(2)

TMP_YAE567, YAE567, 人员核定明细ID

TMP_AC20A1_AB02A1, AAB001, 单位ID

TMP_AC20A1_AB02A1, AAC001, 个人ID

TMP_AC20A1_AB02A1, AAE140, 险种类型

TMP_AC20A1_AB02A1, AAE122, 变更项目

TMP_AC20A1_AB02A1, AAE042, 结束时间

TMP_AC20A1_AB02A1, AAE157, 变更项目所在表

TMP_AE19, YAE876, 数据源表主键CODE

TMP_AE19, YAE873, 数据源表主键VALUE

BIN$JFZ2l3/uQT7gU9UKqMA2qA==$0, YAE518, 当事人核定ID

BIN$JUrng6YBfJTgU9UKqMC/8A==$0, AAE100, 当前有效标志

V_AB08, AAE140, 险种类型

V_AB08, AAB001, 单位ID

V_AB08, AAA115, 应缴类型

V_AB08, AAE002, 做账期号

V_AB08, AAE003, 对应费款所属期

V_AB08, AAE078, 到账标志

V_AB08, AAE079, 到账年月

V_AB08, YAE518, 当事人核定ID

V_AB08, YAC084, 险种离退休标志

V_AB08, YAB019, 单位管理类型

V_AB08, YAB139, 参保所属机构

V_AB08, AAE013, 备注

V_AB08, YAE248, 数据来源

V_AB08, AAB019, 单位类型

V_AB08, AAB022, 行业代码

V_AB08, AAA149, 行业风险类别

V_AB08, AAB021, 隶属关系

V_AB08, AAB020, 经济类型

V_AB08, AAZ083, 当事人征缴计划事件ID

V_AB08, AAE011, 经办人

V_AB08, AAE036, 经办时间(DATE)

V_AB08, YAB003, 经办所属机构

V_AB08, AAE100, 当前有效标志

V_AB08, BJ_010101, 单位划统筹应缴

V_AB08, BJ_010201, 单位划账户应缴

V_AB08, BJ_020101, 个人划统筹应缴

V_AB08, BJ_020201, 个人划账户应缴

V_AB08, YJ_BJ_010101, 单位划统筹已缴

V_AB08, YJ_BJ_010201, 单位划账户已缴

V_AB08, YJ_BJ_020101, 个人划统筹已缴

V_AB08, YJ_BJ_020201, 个人划账户已缴

V_AB08, YZJ_BJ_010101, 单位划统筹已征集

V_AB08, YZJ_BJ_010201, 单位划账户已征集

V_AB08, YZJ_BJ_020101, 个人划统筹已征集

V_AB08, YZJ_BJ_020201, 个人划账户已征集

V_AB08, LX_01, 单位应缴利息

V_AB08, LX_02, 个人dzj dzj 应缴利息

V_AB08, ZNJ, 应缴滞纳金

V_AB08, YJ_LX_01, 单位已缴利息

V_AB08, YJ_LX_02, 个人已缴利息

V_AB08, YJ_ZNJ, 已缴滞纳金

V_AB08, YZJ_LX_01, 单位已征集利息

V_AB08, YZJ_LX_02, 个人已征集利息

V_AB08, YZJ_ZNJ, 已征集滞纳金

V_AB08, YAD001, 应缴

V_AB08, YAD003, 已缴

V_AB08, YAD002, 已征集

V_AB08, AAB119, 应缴人数

V_AB08, AAB084, 职工工资总额

V_AB08, AAC001, 人员ID

V_AB08, YAA014, 基数模式

V_AB08, YAE582, 利息截止日期

V_AB08, YAE580, 滞纳金截止日期

V_AB08, YAE581, 利息征收标志

V_AB08, AAB120, 个人缴费基数总额

V_AB08, YAE579, 滞纳金征收标志

V_AB08, YJ_DZJ, 已缴待转金

V_AB08, YAE591, 退收类型

V_AB08, YZJ_DZJ, 已征集待转金

V_AB08, YAE848, 原当事人核定id

V_AB08, DZJ, 应缴待转金

BIN$JKUKro/6W0ngU9UKqMDrCQ==$0, YAD012, 登帐事件ID

BIN$JKUKro/6W0ngU9UKqMDrCQ==$0, YAE819, 是否立即实收分配

BIN$JKUKro/6W0ngU9UKqMDrCQ==$0, AAE013, 备注

BIN$JKUKro/6W0ngU9UKqMDrCQ==$0, AAZ002, 业务日志ID

BIN$JKUKro/6W0ngU9UKqMDrCQ==$0, AAE011, 经办人

BIN$JKUKro/6W0ngU9UKqMDrCQ==$0, AAE036, 经办时间

BIN$JKUKro/6W0ngU9UKqMDrCQ==$0, YAB003, 经办所属机构

BIN$JKUKro/6W0ngU9UKqMDrCQ==$0, AAE016, 复核标志

BIN$JKUKro/6W0ngU9UKqMDrCQ==$0, AAE014, 复核人

BIN$JKUKro/6W0ngU9UKqMDrCQ==$0, AAE015, 复核时间

BIN$JKUKro/6W0ngU9UKqMDrCQ==$0, YAB004, 复核经办机构

BIN$JKUKrpABW0ngU9UKqMDrCQ==$0, YAD012, 登帐事件ID

BIN$JKUKrpABW0ngU9UKqMDrCQ==$0, AAE013, 备注

BIN$JKUKrpABW0ngU9UKqMDrCQ==$0, YAE819, 是否立即实收分配

BIN$JKUKrpABW0ngU9UKqMDrCQ==$0, AAZ002, 业务日志ID

BIN$JKUKrpABW0ngU9UKqMDrCQ==$0, AAE011, 经办人

BIN$JKUKrpABW0ngU9UKqMDrCQ==$0, AAE036, 经办时间

BIN$JKUKrpABW0ngU9UKqMDrCQ==$0, YAB003, 经办所属机构

BIN$JKUKrpABW0ngU9UKqMDrCQ==$0, AAE016, 复核标志

BIN$JKUKrpABW0ngU9UKqMDrCQ==$0, AAE014, 复核人

BIN$JKUKrpABW0ngU9UKqMDrCQ==$0, AAE015, 复核时间

BIN$JKUKrpABW0ngU9UKqMDrCQ==$0, YAB004, 复核经办机构

BIN$JKUKrpABW0ngU9UKqMDrCQ==$0, YAD025, 登账方式

AD10, YAD012, 登帐事件ID

AD10, YAD025, 登账类型

AD10, AAE013, 备注

AD10, YAE819, 是否立即实收分配

AD10, AAZ002, 业务日志ID

AD10, AAE011, 经办人

AD10, AAE036, 经办时间

AD10, YAB003, 经办所属机构

AD10, AAE016, 复核标志

AD10, AAE014, 复核人

AD10, AAE015, 复核时间

AD10, YAB004, 复核经办机构

BIN$JKVzdujnZqDgU9UKqMBrug==$0, YAD011, 登帐明细ID

BIN$JKVzdujnZqDgU9UKqMBrug==$0, YAD010, 登帐ID

BIN$JKVzdujnZqDgU9UKqMBrug==$0, YAD012, 登帐事件ID

BIN$JKVzdujnZqDgU9UKqMBrug==$0, YAD009, 收支类型

BIN$JKVzdujnZqDgU9UKqMBrug==$0, YAD008, 摘要

BIN$JKVzdujnZqDgU9UKqMBrug==$0, YAD003, 金额

BIN$JKVzdujnZqDgU9UKqMBrug==$0, AAD016, 收/付款结算方式

BIN$JKVzdujnZqDgU9UKqMBrug==$0, AAD009, 收/付款凭证编号

BIN$JKVzdujnZqDgU9UKqMBrug==$0, AAD017, 收/付款日期

BIN$JKVzdujnZqDgU9UKqMBrug==$0, AAD127, 附件张数

BIN$JKVzdujnZqDgU9UKqMBrug==$0, YAD020, 银行进账流水号

BIN$JKVzdujnZqDgU9UKqMBrug==$0, AAF002, 金融行业机构编码

BIN$JKVzdujnZqDgU9UKqMBrug==$0, AAE008, 银行编号

BIN$JKVzdujnZqDgU9UKqMBrug==$0, AAE009, 户名

BIN$JKVzdujnZqDgU9UKqMBrug==$0, AAE010, 银行账号

BIN$JKVzdujuZqDgU9UKqMBrug==$0, YAD011, 登帐明细ID

BIN$JKVzdujuZqDgU9UKqMBrug==$0, YAD012, 登帐事件ID

BIN$JKVzdujuZqDgU9UKqMBrug==$0, YAD009, 收支类型

BIN$JKVzdujuZqDgU9UKqMBrug==$0, YAD008, 摘要

BIN$JKVzdujuZqDgU9UKqMBrug==$0, YAD003, 金额

BIN$JKVzdujuZqDgU9UKqMBrug==$0, AAD016, 收/付款结算方式

BIN$JKVzdujuZqDgU9UKqMBrug==$0, AAD009, 收/付款凭证编号

BIN$JKVzdujuZqDgU9UKqMBrug==$0, AAD017, 收/付款日期

BIN$JKVzdujuZqDgU9UKqMBrug==$0, AAD127, 附件张数

BIN$JKVzdujuZqDgU9UKqMBrug==$0, YAD020, 银行进账流水号

BIN$JKVzdujuZqDgU9UKqMBrug==$0, AAF002, 金融行业机构编码

BIN$JKVzdujuZqDgU9UKqMBrug==$0, AAE008, 银行编号

BIN$JKVzdujuZqDgU9UKqMBrug==$0, AAE009, 户名

BIN$JKVzdujuZqDgU9UKqMBrug==$0, AAE010, 银行账号

BIN$JKVzduj5ZqDgU9UKqMBrug==$0, YAD011, 登帐明细ID

BIN$JKVzduj5ZqDgU9UKqMBrug==$0, YAD012, 登帐事件ID

BIN$JKVzduj5ZqDgU9UKqMBrug==$0, YAD009, 收支类型

BIN$JKVzduj5ZqDgU9UKqMBrug==$0, YAD008, 摘要

BIN$JKVzduj5ZqDgU9UKqMBrug==$0, YAD003, 金额

BIN$JKVzduj5ZqDgU9UKqMBrug==$0, AAD016, 收/付款结算方式

BIN$JKVzduj5ZqDgU9UKqMBrug==$0, AAD009, 收/付款凭证编号

BIN$JKVzduj5ZqDgU9UKqMBrug==$0, AAD017, 收/付款日期

BIN$JKVzduj5ZqDgU9UKqMBrug==$0, AAD127, 附件张数

BIN$JKVzduj5ZqDgU9UKqMBrug==$0, YAD020, 银行进账流水号

BIN$JKVzduj5ZqDgU9UKqMBrug==$0, AAF002, 金融行业机构编码

BIN$JKVzduj5ZqDgU9UKqMBrug==$0, AAE008, 银行编号

BIN$JKVzduj5ZqDgU9UKqMBrug==$0, AAE009, 户名

BIN$JKVzduj5ZqDgU9UKqMBrug==$0, AAE010, 银行账号

BIN$JKVzdukEZqDgU9UKqMBrug==$0, YAD011, 登帐明细ID

BIN$JKVzdukEZqDgU9UKqMBrug==$0, YAD012, 登帐事件ID

BIN$JKVzdukEZqDgU9UKqMBrug==$0, YAD009, 收支类型

BIN$JKVzdukEZqDgU9UKqMBrug==$0, YAD008, 摘要

BIN$JKVzdukEZqDgU9UKqMBrug==$0, YAD003, 金额

BIN$JKVzdukEZqDgU9UKqMBrug==$0, AAD016, 收/付款结算方式

BIN$JKVzdukEZqDgU9UKqMBrug==$0, AAD009, 收/付款凭证编号

BIN$JKVzdukEZqDgU9UKqMBrug==$0, AAD017, 收/付款日期

BIN$JKVzdukEZqDgU9UKqMBrug==$0, AAD127, 附件张数

BIN$JKVzdukEZqDgU9UKqMBrug==$0, YAD020, 银行进账流水号

BIN$JKVzdukEZqDgU9UKqMBrug==$0, AAZ065, 银行ID

BIN$JKVzdukEZqDgU9UKqMBrug==$0, YAF507, 银行行别代码

BIN$JKVzdukEZqDgU9UKqMBrug==$0, AAE008, 银行编号

BIN$JKVzdukEZqDgU9UKqMBrug==$0, AAF002, 金融行业机构编码

BIN$JKVzdukEZqDgU9UKqMBrug==$0, YAE597, 银行简称

BIN$JKVzdukEZqDgU9UKqMBrug==$0, AAE009, 户名

BIN$JKVzdukEZqDgU9UKqMBrug==$0, AAE010, 银行账号

BIN$JKWifZhfbJPgU9UKqMDt/A==$0, YAD010, 登帐ID

BIN$JKWifZhlbJPgU9UKqMDt/A==$0, AAZ288, 征集通知ID

BIN$JKWifZhlbJPgU9UKqMDt/A==$0, YAD010, 登帐ID

BIN$JKWifZhlbJPgU9UKqMDt/A==$0, YAD012, 登帐事件ID

BIN$Jgqlz4U1ERXgU9UKqMCsxQ==$0, YAD011, 登帐明细ID

BIN$Jgqlz4U1ERXgU9UKqMCsxQ==$0, YAD010, 登帐ID

BIN$Jgqlz4U1ERXgU9UKqMCsxQ==$0, YAD012, 登帐事件ID

BIN$Jgqlz4U1ERXgU9UKqMCsxQ==$0, YAD009, 收支类型

BIN$Jgqlz4U1ERXgU9UKqMCsxQ==$0, YAD008, 摘要

BIN$Jgqlz4U1ERXgU9UKqMCsxQ==$0, YAD003, 金额

BIN$Jgqlz4U1ERXgU9UKqMCsxQ==$0, AAD016, 收/付款结算方式

BIN$Jgqlz4U1ERXgU9UKqMCsxQ==$0, AAD009, 收/付款凭证编号

BIN$Jgqlz4U1ERXgU9UKqMCsxQ==$0, AAD017, 收/付款日期

BIN$Jgqlz4U1ERXgU9UKqMCsxQ==$0, AAD127, 附件张数

BIN$Jgqlz4U1ERXgU9UKqMCsxQ==$0, YAD020, 银行进账流水号

BIN$Jgqlz4U1ERXgU9UKqMCsxQ==$0, AAZ065, 银行ID

BIN$Jgqlz4U1ERXgU9UKqMCsxQ==$0, YAF507, 银行行别代码

BIN$Jgqlz4U1ERXgU9UKqMCsxQ==$0, AAE008, 银行编号

BIN$Jgqlz4U1ERXgU9UKqMCsxQ==$0, AAF002, 金融行业机构编码

BIN$Jgqlz4U1ERXgU9UKqMCsxQ==$0, YAE597, 银行简称

BIN$Jgqlz4U1ERXgU9UKqMCsxQ==$0, AAE009, 户名

BIN$Jgqlz4U1ERXgU9UKqMCsxQ==$0, AAE010, 银行账号

AD11A1, AAZ288, 征集通知ID

AD11A1, YAD010, 登帐ID

AD11A1, YAD012, 登帐事件ID

BIN$JKXBEafXb5HgU9UKqMCmGQ==$0, YAE115, 生成财务接口标志

AD12A1, YAD012, 登帐事件ID

AD12A1, AAE140, 险种类型

AD12A1, YAD003, 实处理金额

AD12A1, AAF002, 金融行业机构编码

AD12A1, AAE008, 银行编号

AD12A1, AAE009, 户名

AD12A1, AAE010, 银行账号

AD12A1, AAE013, 备注

AD12A1, AAZ288, 征集通知ID

AD12A1, YAE115, 生成财务接口标志

AD12A1, AAZ002, 业务日志ID

AD12A1, AAE011, 经办人

AD12A1, AAE036, 经办时间

AD12A1, YAB003, 经办所属机构

AD12A1, AAE016, 复核标志

AD12A1, AAE014, 复核人

AD12A1, AAE015, 复核时间

AD12A1, YAB004, 复核经办机构

AD12, YAD010, 登帐ID

AD12, YAD012, 登帐事件ID

AD12, AAE140, 险种类型

AD12, YAD003, 实处理金额

AD12, AAF002, 金融行业机构编码

AD12, AAE008, 银行编号

AD12, AAE009, 户名

AD12, AAE010, 银行账号

AD12, AAE013, 备注

AD12, AAZ288, 征集通知ID

AD12, YAE115, 生成财务接口标志

BIN$JgrKbg3BE+PgU9UKqMDO2g==$0, YAD011, 登帐明细ID

BIN$JgrKbg3BE+PgU9UKqMDO2g==$0, YAD010, 登帐ID

BIN$JgrKbg3BE+PgU9UKqMDO2g==$0, YAD012, 登帐事件ID

BIN$JgrKbg3BE+PgU9UKqMDO2g==$0, YAD009, 收支类型

BIN$JgrKbg3BE+PgU9UKqMDO2g==$0, YAD008, 摘要

BIN$JgrKbg3BE+PgU9UKqMDO2g==$0, YAD003, 金额

BIN$JgrKbg3BE+PgU9UKqMDO2g==$0, AAD016, 收/付款结算方式

BIN$JgrKbg3BE+PgU9UKqMDO2g==$0, AAD009, 收/付款凭证编号

BIN$JgrKbg3BE+PgU9UKqMDO2g==$0, AAD017, 收/付款日期

BIN$JgrKbg3BE+PgU9UKqMDO2g==$0, AAD127, 附件张数

BIN$JgrKbg3BE+PgU9UKqMDO2g==$0, YAD020, 银行进账流水号

BIN$JgrKbg3BE+PgU9UKqMDO2g==$0, AAZ065, 银行ID

BIN$JgrKbg3BE+PgU9UKqMDO2g==$0, YAF507, 银行行别代码

BIN$JgrKbg3BE+PgU9UKqMDO2g==$0, AAE008, 银行编号

BIN$JgrKbg3BE+PgU9UKqMDO2g==$0, AAF002, 金融行业机构编码

BIN$JgrKbg3BE+PgU9UKqMDO2g==$0, YAE597, 银行简称

BIN$JgrKbg3BE+PgU9UKqMDO2g==$0, AAE009, 户名

BIN$JgrKbg3BE+PgU9UKqMDO2g==$0, AAE010, 银行账号

BIN$JPQNGtRPNUrgU9UKqMCsGw==$0, YAD010, 登帐ID

BIN$JPQNGtRPNUrgU9UKqMCsGw==$0, YAD012, 登帐事件ID

BIN$JPQNGtRPNUrgU9UKqMCsGw==$0, AAB001, 单位ID

BIN$JPQNGtRPNUrgU9UKqMCsGw==$0, AAE140, 险种类型

BIN$JPQNGtRPNUrgU9UKqMCsGw==$0, AAE003, 费款所属期

BIN$JPQNGtRPNUrgU9UKqMCsGw==$0, YAD003, 金额

BIN$JPQNGtRPNUrgU9UKqMCsGw==$0, AAZ341, 筹资项目

BIN$JPQNGtRPNUrgU9UKqMCsGw==$0, AAE100, 当前有效标志

BIN$JPQNGtRPNUrgU9UKqMCsGw==$0, AAZ288, 征集通知ID

BIN$JPQNGtRPNUrgU9UKqMCsGw==$0, YAE202, 明细流水号

AC43_1, YAE590, 个人补退核定事件明细ID

AC43_4, YAE590, 个人补退核定事件明细ID

AC43_5, YAE590, 个人补退核定事件明细ID

BIN$JN26aZR/LtHgU9UKqMD1bg==$0, AAZ159, 人员参保关系ID

BIN$JN26aZR/LtHgU9UKqMD1bg==$0, AAZ118, 个人账户收入明细ID

BIN$JN26aZR/LtHgU9UKqMD1bg==$0, AAC001, 人员ID

BIN$JN26aZR/LtHgU9UKqMD1bg==$0, AAE140, 险种类型

BIN$JN26aZR/LtHgU9UKqMD1bg==$0, AAE003, 对应费款所属期

BIN$JN26aZR/LtHgU9UKqMD1bg==$0, AAE341, 筹资项目

BIN$JN26aZR/LtHgU9UKqMD1bg==$0, YAD003, 实处理金额

BIN$JN26aZR/LtHgU9UKqMD1bg==$0, YAD009, 收支类型

BIN$JN26aZR/LtHgU9UKqMD1bg==$0, AAE228, 收入日期

BIN$JN26aZR/LtHgU9UKqMD1bg==$0, YAE101, 计息开始时间

BIN$JN26aZR/LtHgU9UKqMD1bg==$0, AAZ116, 个人账户ID

BIN$JN26aZR/LtHgU9UKqMD1bg==$0, AAZ119, 个人账户收入事件ID

BIN$JN26aZR/LtHgU9UKqMD1bg==$0, YAE872, 数据源表

BIN$JN26aZR/LtHgU9UKqMD1bg==$0, YAE873, 数据源表主键

BIN$JN26aZR/LtHgU9UKqMD1bg==$0, YAZ116, 合并前个人账户ID

BIN$JN26aZR/LtHgU9UKqMD1bg==$0, YAE215, 合并前个人ID

BIN$JN26aZR/LtHgU9UKqMD1bg==$0, AAE013, 备注

BIN$JN26aZSGLtHgU9UKqMD1bg==$0, AAZ118, 个人账户收入明细ID

BIN$JN26aZSGLtHgU9UKqMD1bg==$0, AAZ159, 人员参保关系ID

BIN$JN26aZSGLtHgU9UKqMD1bg==$0, AAC001, 人员ID

BIN$JN26aZSGLtHgU9UKqMD1bg==$0, AAE140, 险种类型

BIN$JN26aZSGLtHgU9UKqMD1bg==$0, AAE003, 对应费款所属期

BIN$JN26aZSGLtHgU9UKqMD1bg==$0, AAE341, 筹资项目

BIN$JN26aZSGLtHgU9UKqMD1bg==$0, YAD009, 收支类型

BIN$JN26aZSGLtHgU9UKqMD1bg==$0, YAD003, 实处理金额

BIN$JN26aZSGLtHgU9UKqMD1bg==$0, AAE228, 收入日期

BIN$JN26aZSGLtHgU9UKqMD1bg==$0, YAE101, 计息开始时间

BIN$JN26aZSGLtHgU9UKqMD1bg==$0, AAZ116, 个人账户ID

BIN$JN26aZSGLtHgU9UKqMD1bg==$0, AAZ119, 个人账户收入事件ID

BIN$JN26aZSGLtHgU9UKqMD1bg==$0, YAE872, 数据源表

BIN$JN26aZSGLtHgU9UKqMD1bg==$0, YAE873, 数据源表主键

BIN$JN26aZSGLtHgU9UKqMD1bg==$0, YAZ116, 合并前个人账户ID

BIN$JN26aZSGLtHgU9UKqMD1bg==$0, YAE215, 合并前个人ID

BIN$JN26aZSGLtHgU9UKqMD1bg==$0, AAE013, 备注

BIN$JN26aZSGLtHgU9UKqMD1bg==$0, YAE876, 数据源表主键CODE

